_id,Date/Time (AEST),Hs (m),Hmax (m),Tz (s),Tp (s),Peak Direction (degrees),SST (degrees C)
989,2024-01-21T14:00:00,1.294,2.130,7.909,10.970,94.00,28.950
990,2024-01-21T14:30:00,1.325,2.270,8.071,12.553,102.00,28.800
991,2024-01-21T15:00:00,1.407,2.490,7.829,12.130,104.00,28.800
992,2024-01-21T15:30:00,1.335,2.210,8.226,10.919,108.00,28.550
993,2024-01-21T16:00:00,1.624,2.600,8.611,12.621,111.00,28.550
994,2024-01-21T16:30:00,1.699,2.720,8.856,12.755,104.00,28.450
995,2024-01-21T17:00:00,1.702,2.560,8.793,11.521,104.00,28.400
996,2024-01-21T17:30:00,1.345,2.190,7.780,12.853,106.00,28.450
997,2024-01-21T18:00:00,1.263,1.900,7.997,12.351,115.00,28.400
998,2024-01-21T18:30:00,1.313,2.370,7.524,12.555,112.00,28.300
999,2024-01-21T19:00:00,1.224,2.100,7.023,12.768,99.00,28.300
1000,2024-01-21T19:30:00,1.244,1.790,7.316,12.191,111.00,28.100
1001,2024-01-21T20:00:00,1.174,1.970,7.254,10.937,104.00,28.050
1002,2024-01-21T20:30:00,1.245,2.220,6.975,12.814,106.00,28.200
1003,2024-01-21T21:00:00,1.376,2.350,7.275,12.285,105.00,28.250
1004,2024-01-21T21:30:00,1.459,2.740,7.738,11.522,106.00,28.250
1005,2024-01-21T22:00:00,1.542,2.400,8.619,12.268,102.00,28.200
1006,2024-01-21T22:30:00,1.443,2.250,7.864,12.133,101.00,28.100
1007,2024-01-21T23:00:00,1.511,2.380,8.136,11.425,104.00,28.100
1008,2024-01-21T23:30:00,1.478,2.770,7.750,12.255,104.00,28.150
1009,2024-01-22T00:00:00,1.389,2.160,7.952,12.825,108.00,28.100
1010,2024-01-22T00:30:00,1.420,2.380,7.983,11.900,108.00,28.000
1011,2024-01-22T01:00:00,1.310,2.070,7.291,12.587,105.00,28.000
1012,2024-01-22T01:30:00,1.241,1.810,7.937,12.260,109.00,28.000
1013,2024-01-22T02:00:00,1.301,1.880,7.850,11.435,95.00,27.950
1014,2024-01-22T02:30:00,1.192,1.920,8.004,11.046,106.00,27.950
1015,2024-01-22T03:00:00,1.336,2.150,8.163,12.224,98.00,27.850
1016,2024-01-22T03:30:00,1.351,2.070,8.171,12.367,101.00,27.800
1017,2024-01-22T04:00:00,1.403,2.260,8.385,12.722,102.00,27.850
1018,2024-01-22T04:30:00,1.369,2.120,8.040,12.103,98.00,27.900
1019,2024-01-22T05:00:00,1.358,2.030,8.494,12.217,99.00,27.900
1020,2024-01-22T05:30:00,1.424,2.100,8.389,12.076,98.00,27.950
1021,2024-01-22T06:00:00,1.289,2.460,8.206,12.804,104.00,28.000
1022,2024-01-22T06:30:00,1.445,2.640,8.552,12.117,104.00,28.000
1023,2024-01-22T07:00:00,1.255,2.140,8.312,12.311,99.00,28.050
1024,2024-01-22T07:30:00,1.214,1.890,7.904,10.248,97.00,28.050
1025,2024-01-22T08:00:00,1.093,1.680,7.918,12.134,105.00,28.100
1026,2024-01-22T08:30:00,1.155,2.230,8.475,12.030,101.00,28.150
1027,2024-01-22T09:00:00,1.029,1.840,7.624,12.108,102.00,28.250
1028,2024-01-22T09:30:00,1.054,1.590,7.648,12.425,98.00,28.350
1029,2024-01-22T10:00:00,0.971,1.570,6.942,12.632,109.00,28.350
1030,2024-01-22T10:30:00,0.903,1.390,7.062,12.063,99.00,28.450
1031,2024-01-22T11:00:00,1.041,1.700,7.384,12.137,112.00,28.550
1032,2024-01-22T11:30:00,0.909,1.970,6.496,11.718,104.00,28.650
1033,2024-01-22T12:00:00,0.972,1.490,6.562,12.709,104.00,28.700
1034,2024-01-22T12:30:00,0.990,1.730,6.296,12.269,98.00,28.700
1035,2024-01-22T13:00:00,1.023,1.730,6.042,12.181,112.00,28.700
1036,2024-01-22T13:30:00,1.034,1.730,6.276,11.937,98.00,28.700
1037,2024-01-22T14:00:00,1.064,1.900,5.738,10.847,104.00,28.800
1038,2024-01-22T14:30:00,1.290,2.430,6.754,11.865,106.00,28.850
1039,2024-01-22T15:00:00,1.310,2.580,6.437,12.104,102.00,28.550
1040,2024-01-22T15:30:00,1.189,1.960,5.924,11.555,106.00,28.700
1041,2024-01-22T16:00:00,1.340,2.560,6.567,10.907,106.00,28.800
1042,2024-01-22T16:30:00,1.350,2.140,6.510,12.033,112.00,28.800
1043,2024-01-22T17:00:00,1.225,1.960,6.073,12.000,97.00,28.850
1044,2024-01-22T17:30:00,1.086,2.038,5.318,11.387,102.00,28.850
1045,2024-01-22T18:00:00,1.110,2.100,5.428,11.469,97.00,28.900
1046,2024-01-22T18:30:00,1.151,1.850,5.925,12.128,104.00,28.850
1047,2024-01-22T19:00:00,1.164,2.350,6.020,11.110,101.00,28.850
1048,2024-01-22T19:30:00,1.196,1.950,6.683,10.916,102.00,28.850
1049,2024-01-22T20:00:00,1.133,2.100,6.340,10.959,116.00,28.850
1050,2024-01-22T20:30:00,1.128,1.850,6.133,11.520,109.00,28.800
1051,2024-01-22T21:00:00,1.163,1.870,5.666,11.404,95.00,28.850
1052,2024-01-22T21:30:00,1.294,1.966,4.994,11.981,105.00,28.850
1053,2024-01-22T22:00:00,1.474,2.430,5.080,4.493,99.00,28.850
1054,2024-01-22T22:30:00,1.608,2.830,5.370,12.113,97.00,28.700
1055,2024-01-22T23:00:00,1.863,2.880,5.430,5.349,98.00,28.550
1056,2024-01-22T23:30:00,1.855,3.073,5.365,12.019,98.00,28.300
1057,2024-01-23T00:00:00,1.905,3.280,5.350,6.105,149.00,28.100
1058,2024-01-23T00:30:00,2.024,4.177,5.384,6.305,142.00,27.900
1059,2024-01-23T01:00:00,2.096,3.990,5.658,11.402,116.00,27.800
1060,2024-01-23T01:30:00,1.982,3.560,5.443,5.827,144.00,27.750
1061,2024-01-23T02:00:00,1.880,3.060,5.508,11.439,106.00,27.750
1062,2024-01-23T02:30:00,1.820,2.890,5.461,11.003,111.00,27.800
1063,2024-01-23T03:00:00,1.830,3.050,5.482,11.284,111.00,27.900
1064,2024-01-23T03:30:00,1.685,3.220,5.359,6.138,99.00,27.900
1065,2024-01-23T04:00:00,1.774,2.940,5.391,11.413,104.00,27.800
1066,2024-01-23T04:30:00,1.702,3.180,5.530,11.445,133.00,27.750
1067,2024-01-23T05:00:00,1.710,2.880,5.370,5.639,98.00,27.750
1068,2024-01-23T05:30:00,1.680,2.780,5.587,11.339,92.00,27.750
1069,2024-01-23T06:00:00,1.650,2.890,5.342,11.386,102.00,27.750
1070,2024-01-23T06:30:00,1.598,2.740,5.377,11.479,98.00,27.750
1071,2024-01-23T07:00:00,1.728,2.750,5.463,10.880,98.00,27.750
1072,2024-01-23T07:30:00,1.659,2.620,5.238,5.595,99.00,27.800
1073,2024-01-23T08:00:00,1.627,2.400,5.326,11.309,94.00,27.800
1074,2024-01-23T08:30:00,1.674,2.720,5.462,9.811,97.00,27.850
1075,2024-01-23T09:00:00,1.675,2.960,5.615,11.379,95.00,27.850
1076,2024-01-23T09:30:00,1.733,3.040,5.476,5.637,106.00,27.850
1077,2024-01-23T10:00:00,1.618,2.490,5.161,5.662,99.00,27.850
1078,2024-01-23T10:30:00,1.694,2.650,5.443,5.793,133.00,27.850
1079,2024-01-23T11:00:00,1.579,2.470,5.071,10.940,128.00,27.850
1080,2024-01-23T11:30:00,1.596,2.460,5.239,5.648,104.00,27.850
1081,2024-01-23T12:00:00,1.620,2.610,5.047,5.123,91.00,27.850
1082,2024-01-23T12:30:00,1.631,2.640,5.127,5.802,136.00,27.850
1083,2024-01-23T13:00:00,1.586,3.420,4.939,5.968,135.00,27.850
1084,2024-01-23T13:30:00,1.641,2.740,5.180,6.144,126.00,27.800
1085,2024-01-23T14:00:00,1.673,3.380,5.148,5.460,139.00,27.800
1086,2024-01-23T14:30:00,1.465,2.480,4.873,6.336,101.00,27.800
1087,2024-01-23T15:00:00,1.548,2.630,5.147,6.796,130.00,27.800
1088,2024-01-23T15:30:00,1.608,2.560,5.114,8.490,112.00,27.800
1089,2024-01-23T16:00:00,1.628,2.650,5.162,4.816,135.00,27.750
1090,2024-01-23T16:30:00,1.584,2.441,5.051,5.141,116.00,27.750
1091,2024-01-23T17:00:00,1.596,2.620,5.077,5.396,140.00,27.750
1092,2024-01-23T17:30:00,1.536,2.410,4.978,6.351,142.00,27.700
1093,2024-01-23T18:00:00,1.652,2.710,5.345,5.211,106.00,27.700
1094,2024-01-23T18:30:00,1.567,2.410,5.158,6.209,139.00,27.700
1095,2024-01-23T19:00:00,1.542,2.600,4.884,5.507,113.00,27.650
1096,2024-01-23T19:30:00,1.647,2.710,5.398,11.027,116.00,27.650
1097,2024-01-23T20:00:00,1.748,2.623,5.289,6.778,92.00,27.650
1098,2024-01-23T20:30:00,1.733,3.620,5.380,5.644,94.00,27.650
1099,2024-01-23T21:00:00,1.655,2.490,5.384,6.791,94.00,27.650
1100,2024-01-23T21:30:00,1.684,2.950,5.305,8.507,87.00,27.600
1101,2024-01-23T22:00:00,1.747,2.730,5.717,5.854,88.00,27.600
1102,2024-01-23T22:30:00,1.730,2.610,5.431,7.573,112.00,27.550
1103,2024-01-23T23:00:00,1.655,3.340,5.291,6.200,112.00,27.550
1104,2024-01-23T23:30:00,1.726,3.320,5.421,10.737,109.00,27.550
1105,2024-01-24T00:00:00,1.720,2.800,5.317,6.551,95.00,27.550
1106,2024-01-24T00:30:00,1.649,2.540,5.276,6.993,101.00,27.550
1107,2024-01-24T01:00:00,1.615,2.790,5.535,10.830,94.00,27.500
1108,2024-01-24T01:30:00,1.603,2.750,5.304,6.669,95.00,27.500
1109,2024-01-24T02:00:00,1.622,2.800,5.367,5.837,118.00,27.500
1110,2024-01-24T02:30:00,1.611,2.930,5.387,9.929,106.00,27.500
1111,2024-01-24T03:00:00,1.639,2.880,5.314,9.918,97.00,27.500
1112,2024-01-24T03:30:00,1.548,2.250,5.410,10.248,99.00,27.500
1113,2024-01-24T04:00:00,1.509,2.560,5.395,9.840,105.00,27.500
1114,2024-01-24T04:30:00,1.518,2.920,5.458,9.812,83.00,27.500
1115,2024-01-24T05:00:00,1.565,2.440,5.677,10.220,113.00,27.450
1116,2024-01-24T05:30:00,1.531,2.540,5.548,9.399,95.00,27.450
1117,2024-01-24T06:00:00,1.606,2.490,5.759,9.710,98.00,27.450
1118,2024-01-24T06:30:00,1.512,2.260,5.501,9.296,106.00,27.500
1119,2024-01-24T07:00:00,1.500,2.560,5.523,9.371,111.00,27.450
1120,2024-01-24T07:30:00,1.524,2.730,5.536,9.744,106.00,27.450
1121,2024-01-24T08:00:00,1.491,2.860,5.777,9.364,104.00,27.450
1122,2024-01-24T08:30:00,1.427,2.370,5.698,9.359,120.00,27.450
1123,2024-01-24T09:00:00,1.483,2.390,5.476,9.795,116.00,27.450
1124,2024-01-24T09:30:00,1.443,2.310,5.378,9.770,118.00,27.450
1125,2024-01-24T10:00:00,1.454,2.430,5.452,10.173,112.00,27.450
1126,2024-01-24T10:30:00,1.541,2.270,5.339,9.169,97.00,27.400
1127,2024-01-24T11:00:00,1.647,2.750,5.522,9.287,113.00,27.450
1128,2024-01-24T11:30:00,1.489,2.530,5.603,10.225,123.00,27.350
1129,2024-01-24T12:00:00,1.449,2.310,5.462,8.915,109.00,27.350
1130,2024-01-24T12:30:00,1.486,2.460,5.702,9.346,115.00,27.350
1131,2024-01-24T13:00:00,1.529,2.490,5.652,10.178,120.00,27.350
1132,2024-01-24T13:30:00,1.571,2.630,5.564,8.531,115.00,27.350
1133,2024-01-24T14:00:00,1.502,2.440,5.329,8.531,111.00,27.400
1134,2024-01-24T14:30:00,1.536,2.610,5.455,9.331,99.00,27.400
1135,2024-01-24T15:00:00,1.448,2.570,5.375,9.214,102.00,27.400
1136,2024-01-24T15:30:00,1.537,2.400,5.452,9.321,118.00,27.400
1137,2024-01-24T16:00:00,1.525,2.410,5.649,9.567,118.00,27.400
1138,2024-01-24T16:30:00,1.494,2.810,5.456,10.252,108.00,27.400
1139,2024-01-24T17:00:00,1.572,2.580,5.812,9.419,108.00,27.400
1140,2024-01-24T17:30:00,1.672,2.440,6.215,8.980,119.00,27.400
1141,2024-01-24T18:00:00,1.607,2.710,6.043,9.824,105.00,27.400
1142,2024-01-24T18:30:00,1.706,2.720,6.153,10.286,101.00,27.400
1143,2024-01-24T19:00:00,1.602,2.960,5.702,8.528,109.00,27.400
1144,2024-01-24T19:30:00,1.523,2.370,6.013,10.769,105.00,27.400
1145,2024-01-24T20:00:00,1.530,2.550,5.861,9.908,95.00,27.350
1146,2024-01-24T20:30:00,1.719,2.750,6.391,10.262,91.00,27.400
1147,2024-01-24T21:00:00,1.727,2.760,6.462,10.716,108.00,27.400
1148,2024-01-24T21:30:00,1.557,2.780,6.155,11.224,115.00,27.400
1149,2024-01-24T22:00:00,1.602,2.740,6.347,10.675,112.00,27.400
1150,2024-01-24T22:30:00,1.608,2.800,6.245,10.418,109.00,27.400
1151,2024-01-24T23:00:00,1.606,2.980,6.470,10.310,112.00,27.400
1152,2024-01-24T23:30:00,1.594,2.360,6.137,10.625,112.00,27.400
1153,2024-01-25T00:00:00,1.597,2.720,6.440,10.797,113.00,27.400
1154,2024-01-25T00:30:00,1.656,2.330,6.474,10.090,101.00,27.400
1155,2024-01-25T01:00:00,1.519,2.500,6.104,10.804,99.00,27.400
1156,2024-01-25T01:30:00,1.617,2.450,6.603,10.377,94.00,27.350
1157,2024-01-25T02:00:00,1.508,2.500,6.336,10.291,116.00,27.350
1158,2024-01-25T02:30:00,1.493,2.540,6.119,9.868,106.00,27.350
1159,2024-01-25T03:00:00,1.501,2.290,6.045,10.811,111.00,27.350
1160,2024-01-25T03:30:00,1.483,2.560,6.102,9.884,102.00,27.350
1161,2024-01-25T04:00:00,1.464,2.680,6.169,9.929,112.00,27.300
1162,2024-01-25T04:30:00,1.701,2.840,6.592,10.806,113.00,27.300
1163,2024-01-25T05:00:00,1.431,2.590,6.003,10.723,105.00,27.300
1164,2024-01-25T05:30:00,1.441,2.430,5.863,10.841,109.00,27.350
1165,2024-01-25T06:00:00,1.397,2.520,6.047,10.360,104.00,27.350
1166,2024-01-25T06:30:00,1.400,2.540,6.158,9.800,119.00,27.400
1167,2024-01-25T07:00:00,1.386,2.050,5.902,9.787,104.00,27.450
1168,2024-01-25T07:30:00,1.482,2.430,6.319,9.449,97.00,27.450
1169,2024-01-25T08:00:00,1.378,2.610,6.156,10.189,112.00,27.650
1170,2024-01-25T08:30:00,1.324,2.320,5.932,9.650,98.00,27.650
1171,2024-01-25T09:00:00,1.335,2.470,5.976,10.665,105.00,27.700
1172,2024-01-25T09:30:00,1.461,2.660,6.639,10.562,109.00,27.750
1173,2024-01-25T10:00:00,1.350,2.440,6.296,10.326,108.00,27.800
1174,2024-01-25T10:30:00,1.303,2.170,6.390,11.175,108.00,27.850
1175,2024-01-25T11:00:00,1.516,2.440,6.780,10.777,104.00,27.950
1176,2024-01-25T11:30:00,1.509,3.180,6.691,10.747,104.00,28.050
1177,2024-01-25T12:00:00,1.370,2.680,6.427,9.366,125.00,28.000
1178,2024-01-25T12:30:00,1.362,2.240,6.295,10.299,101.00,28.100
1179,2024-01-25T13:00:00,1.300,2.910,6.414,10.815,120.00,27.950
1180,2024-01-25T13:30:00,1.329,2.310,6.539,9.826,104.00,27.950
1181,2024-01-25T14:00:00,1.401,2.160,6.701,9.806,95.00,27.950
1182,2024-01-25T14:30:00,1.426,2.100,6.766,10.492,109.00,27.950
1183,2024-01-25T15:00:00,1.297,2.120,6.466,9.220,109.00,28.000
1184,2024-01-25T15:30:00,1.283,2.040,6.290,9.578,109.00,27.950
1185,2024-01-25T16:00:00,1.310,2.310,6.181,10.433,78.00,27.900
1186,2024-01-25T16:30:00,1.332,2.410,6.113,10.715,95.00,27.850
1187,2024-01-25T17:00:00,1.328,2.480,6.245,10.277,122.00,27.800
1188,2024-01-25T17:30:00,1.355,2.320,6.388,10.626,112.00,27.750
1189,2024-01-25T18:00:00,1.292,2.240,6.339,10.298,112.00,27.700
1190,2024-01-25T18:30:00,1.251,1.950,5.977,10.657,116.00,27.600
1191,2024-01-25T19:00:00,1.359,2.460,6.784,10.333,108.00,27.550
1192,2024-01-25T19:30:00,1.276,2.150,5.921,9.007,112.00,27.550
1193,2024-01-25T20:00:00,1.333,2.520,6.307,9.815,77.00,27.500
1194,2024-01-25T20:30:00,1.300,2.250,5.814,9.765,115.00,27.500
1195,2024-01-25T21:00:00,1.281,2.140,6.043,10.282,105.00,27.500
1196,2024-01-25T21:30:00,1.395,2.320,6.262,10.699,102.00,27.450
1197,2024-01-25T22:00:00,1.295,2.140,6.273,9.781,67.00,27.450
1198,2024-01-25T22:30:00,1.213,2.290,5.749,9.340,60.00,27.450
1199,2024-01-25T23:00:00,1.205,1.790,5.738,7.871,64.00,27.500
1200,2024-01-25T23:30:00,1.208,1.870,5.666,10.121,97.00,27.550
1201,2024-01-26T00:00:00,1.261,2.240,6.217,8.183,88.00,27.550
1202,2024-01-26T00:30:00,1.261,2.080,6.342,9.898,111.00,27.600
1203,2024-01-26T01:00:00,1.319,2.040,6.212,8.934,75.00,27.600
1204,2024-01-26T01:30:00,1.229,1.760,5.917,8.164,101.00,27.650
1205,2024-01-26T02:00:00,1.258,2.290,5.814,7.898,99.00,27.650
1206,2024-01-26T02:30:00,1.297,2.160,5.953,10.325,95.00,27.650
1207,2024-01-26T03:00:00,1.276,2.540,5.884,10.785,119.00,27.650
1208,2024-01-26T03:30:00,1.364,2.260,6.339,10.240,105.00,27.700
1209,2024-01-26T04:00:00,1.266,2.150,5.772,6.818,113.00,27.650
1210,2024-01-26T04:30:00,1.249,2.310,5.851,10.035,109.00,27.700
1211,2024-01-26T05:00:00,1.211,2.140,5.919,9.850,90.00,27.700
1212,2024-01-26T05:30:00,1.129,2.060,5.594,10.074,81.00,27.700
1213,2024-01-26T06:00:00,1.141,1.890,5.646,9.384,102.00,27.700
1214,2024-01-26T06:30:00,1.229,1.890,6.036,10.680,109.00,27.700
1215,2024-01-26T07:00:00,1.198,1.990,5.694,10.107,94.00,27.600
1216,2024-01-26T07:30:00,1.158,2.150,5.569,9.784,102.00,27.650
1217,2024-01-26T08:00:00,1.227,2.190,5.601,9.822,81.00,27.650
1218,2024-01-26T08:30:00,1.184,1.910,5.406,9.779,91.00,27.700
1219,2024-01-26T09:00:00,1.168,2.260,5.194,10.283,113.00,27.850
1220,2024-01-26T09:30:00,1.205,1.990,5.309,10.184,97.00,27.900
1221,2024-01-26T10:00:00,1.138,2.170,5.034,10.270,97.00,27.900
1222,2024-01-26T10:30:00,1.162,2.080,5.023,10.222,85.00,27.950
1223,2024-01-26T11:00:00,1.129,1.820,5.064,10.169,108.00,27.900
1224,2024-01-26T11:30:00,1.200,2.220,4.963,9.292,104.00,27.850
1225,2024-01-26T12:00:00,1.211,1.940,5.084,10.231,112.00,27.900
1226,2024-01-26T12:30:00,1.148,1.760,4.892,6.343,88.00,27.900
1227,2024-01-26T13:00:00,1.249,2.100,4.705,5.674,68.00,27.900
1228,2024-01-26T13:30:00,1.311,2.470,4.908,5.454,70.00,27.950
1229,2024-01-26T14:00:00,1.334,1.876,4.954,5.918,105.00,28.000
1230,2024-01-26T14:30:00,1.436,2.630,5.013,5.911,61.00,27.950
1231,2024-01-26T15:00:00,1.374,2.270,5.068,9.748,52.00,27.950
1232,2024-01-26T15:30:00,1.414,2.295,4.933,5.808,104.00,28.000
1233,2024-01-26T16:00:00,1.368,2.700,5.143,6.149,87.00,27.950
1234,2024-01-26T16:30:00,1.401,2.500,4.996,5.656,54.00,27.950
1235,2024-01-26T17:00:00,1.344,2.190,5.006,5.489,60.00,27.950
1236,2024-01-26T17:30:00,1.330,2.930,4.995,6.170,56.00,27.950
1237,2024-01-26T18:00:00,1.332,2.140,4.879,5.977,66.00,27.950
1238,2024-01-26T18:30:00,1.309,1.910,4.955,6.158,56.00,27.950
1239,2024-01-26T19:00:00,1.273,2.018,5.174,6.346,54.00,27.900
1240,2024-01-26T19:30:00,1.303,2.160,5.362,6.118,66.00,27.900
1241,2024-01-26T20:00:00,1.142,1.790,5.079,5.841,92.00,27.900
1242,2024-01-26T20:30:00,1.259,2.160,5.329,5.883,67.00,27.950
1243,2024-01-26T21:00:00,1.306,2.000,5.465,5.801,83.00,27.950
1244,2024-01-26T21:30:00,1.126,1.720,5.328,10.281,63.00,27.950
1245,2024-01-26T22:00:00,1.185,2.530,5.017,5.651,63.00,27.900
1246,2024-01-26T22:30:00,1.139,1.760,5.116,6.135,90.00,27.900
1247,2024-01-26T23:00:00,1.128,2.150,5.274,6.150,85.00,27.900
1248,2024-01-26T23:30:00,1.149,1.750,5.430,10.264,60.00,27.900
1249,2024-01-27T00:00:00,1.069,1.770,5.350,6.356,74.00,27.850
1250,2024-01-27T00:30:00,1.062,1.850,5.223,9.996,88.00,27.800
1251,2024-01-27T01:00:00,1.038,1.750,5.036,9.869,85.00,27.750
1252,2024-01-27T01:30:00,0.962,1.600,4.900,10.302,75.00,27.750
1253,2024-01-27T02:00:00,1.032,1.990,5.123,9.874,59.00,28.050
1254,2024-01-27T02:30:00,0.997,2.090,5.150,6.465,92.00,27.750
1255,2024-01-27T03:00:00,0.964,1.730,5.032,10.717,91.00,27.800
1256,2024-01-27T03:30:00,0.991,1.710,5.036,10.246,66.00,27.750
1257,2024-01-27T04:00:00,0.920,1.860,5.048,10.230,67.00,27.700
1258,2024-01-27T04:30:00,0.964,1.680,5.248,10.077,81.00,27.650
1259,2024-01-27T05:00:00,0.914,1.540,5.222,10.227,68.00,27.650
1260,2024-01-27T05:30:00,0.948,1.700,5.251,9.764,71.00,28.000
1261,2024-01-27T06:00:00,0.940,1.370,5.301,9.736,73.00,27.950
1262,2024-01-27T06:30:00,0.873,1.260,5.267,9.186,54.00,27.950
1263,2024-01-27T07:00:00,0.932,1.650,5.405,10.128,63.00,27.900
1264,2024-01-27T07:30:00,0.900,1.680,5.374,9.501,78.00,27.850
1265,2024-01-27T08:00:00,0.873,1.370,5.366,9.059,61.00,27.850
1266,2024-01-27T08:30:00,0.857,1.760,5.272,9.386,71.00,27.850
1267,2024-01-27T09:00:00,0.860,1.490,5.066,10.097,83.00,27.950
1268,2024-01-27T09:30:00,0.814,1.450,4.902,10.156,81.00,27.950
1269,2024-01-27T10:00:00,0.755,1.480,4.869,9.514,84.00,28.050
1270,2024-01-27T10:30:00,0.812,1.390,5.430,6.145,92.00,28.100
1271,2024-01-27T11:00:00,0.786,1.200,5.103,9.790,75.00,28.150
1272,2024-01-27T11:30:00,0.769,1.350,4.932,6.527,90.00,28.300
1273,2024-01-27T12:00:00,0.793,1.300,4.757,9.762,75.00,28.300
1274,2024-01-27T12:30:00,0.762,1.420,4.276,10.141,66.00,28.350
1275,2024-01-27T13:00:00,0.781,1.330,4.353,9.397,90.00,28.400
1276,2024-01-27T13:30:00,0.745,1.150,4.092,9.708,101.00,28.500
1277,2024-01-27T14:00:00,0.827,1.590,4.227,9.950,101.00,28.550
1278,2024-01-27T14:30:00,0.830,1.580,4.057,9.359,94.00,28.550
1279,2024-01-27T15:00:00,0.873,1.330,3.993,9.415,99.00,28.600
1280,2024-01-27T15:30:00,0.980,1.470,4.055,9.674,95.00,28.450
1281,2024-01-27T16:00:00,0.995,1.620,3.970,4.491,94.00,28.450
1282,2024-01-27T16:30:00,1.045,1.700,4.033,9.353,39.00,28.300
1283,2024-01-27T17:00:00,1.093,2.260,4.149,4.490,33.00,28.250
1284,2024-01-27T17:30:00,1.145,2.120,4.247,4.505,43.00,28.300
1285,2024-01-27T18:00:00,1.176,1.970,4.227,4.400,38.00,28.350
1286,2024-01-27T18:30:00,1.149,1.720,4.289,4.404,40.00,28.300
1287,2024-01-27T19:00:00,1.154,1.930,4.185,4.511,32.00,28.300
1288,2024-01-27T19:30:00,1.145,1.968,4.269,4.408,36.00,28.300
1289,2024-01-27T20:00:00,1.082,1.860,4.091,5.330,39.00,28.250
1290,2024-01-27T20:30:00,1.112,2.040,4.355,4.674,40.00,28.250
1291,2024-01-27T21:00:00,1.074,1.730,4.512,4.826,39.00,28.250
1292,2024-01-27T21:30:00,1.043,1.890,4.584,5.038,61.00,28.250
1293,2024-01-27T22:00:00,1.025,1.690,4.470,4.935,42.00,28.200
1294,2024-01-27T22:30:00,1.037,1.640,4.593,6.195,59.00,28.150
1295,2024-01-27T23:00:00,1.007,1.640,4.512,5.324,45.00,28.150
1296,2024-01-27T23:30:00,0.958,1.590,4.512,5.087,68.00,28.150
1297,2024-01-28T00:00:00,0.956,1.790,4.608,5.186,54.00,28.150
1298,2024-01-28T00:30:00,0.929,1.540,4.448,4.863,66.00,28.150
1299,2024-01-28T01:00:00,0.904,1.330,4.760,5.072,95.00,28.100
1300,2024-01-28T01:30:00,0.860,1.340,4.696,4.910,64.00,28.050
1301,2024-01-28T02:00:00,0.827,1.710,4.802,5.479,52.00,28.050
1302,2024-01-28T02:30:00,0.839,1.340,4.938,10.298,70.00,28.050
1303,2024-01-28T03:00:00,0.829,1.600,4.853,8.517,84.00,28.050
1304,2024-01-28T03:30:00,0.841,1.470,4.977,5.216,61.00,28.050
1305,2024-01-28T04:00:00,0.853,1.490,4.973,5.619,40.00,28.050
1306,2024-01-28T04:30:00,0.780,1.550,4.807,5.788,63.00,28.000
1307,2024-01-28T05:00:00,0.736,1.200,4.933,5.609,70.00,27.950
1308,2024-01-28T05:30:00,0.758,1.440,4.873,9.731,74.00,27.950
1309,2024-01-28T06:00:00,0.735,1.230,4.852,9.810,84.00,27.950
1310,2024-01-28T06:30:00,0.769,1.180,4.920,9.750,88.00,28.000
1311,2024-01-28T07:00:00,0.759,1.140,4.989,9.837,80.00,28.000
1312,2024-01-28T07:30:00,0.769,1.200,5.013,9.753,99.00,28.000
1313,2024-01-28T08:00:00,0.683,1.200,4.692,6.322,67.00,28.000
1314,2024-01-28T08:30:00,0.715,1.410,4.922,6.313,108.00,27.950
1315,2024-01-28T09:00:00,0.691,1.140,4.577,9.707,95.00,27.950
1316,2024-01-28T09:30:00,0.748,1.290,4.993,9.662,85.00,27.950
1317,2024-01-28T10:00:00,0.723,1.150,4.601,9.698,94.00,27.900
1318,2024-01-28T10:30:00,0.744,1.510,4.544,9.823,83.00,27.850
1319,2024-01-28T11:00:00,0.746,1.230,4.738,9.745,91.00,27.850
1320,2024-01-28T11:30:00,0.695,1.140,4.670,9.535,85.00,27.850
1321,2024-01-28T12:00:00,0.736,1.250,4.967,12.933,104.00,27.800
1322,2024-01-28T12:30:00,0.693,1.190,5.042,9.665,92.00,27.800
1323,2024-01-28T13:00:00,0.749,1.110,5.449,9.582,95.00,27.850
1324,2024-01-28T13:30:00,0.785,1.430,5.529,12.044,132.00,27.850
1325,2024-01-28T14:00:00,0.724,1.270,5.766,11.278,128.00,27.850
1326,2024-01-28T14:30:00,0.819,1.500,6.146,11.949,126.00,27.850
1327,2024-01-28T15:00:00,0.843,1.300,6.346,12.699,126.00,27.850
1328,2024-01-28T15:30:00,0.812,1.230,5.904,11.542,133.00,27.850
1329,2024-01-28T16:00:00,0.870,1.460,6.196,11.471,129.00,27.900
1330,2024-01-28T16:30:00,0.887,1.350,6.567,11.315,133.00,28.100
1331,2024-01-28T17:00:00,0.914,1.630,6.423,11.791,132.00,28.000
1332,2024-01-28T17:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
1333,2024-01-28T18:00:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
1334,2024-01-28T18:30:00,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
1335,2024-01-28T19:00:00,0.833,1.390,5.822,11.603,129.00,27.900
1336,2024-01-28T19:30:00,0.917,1.430,5.863,11.390,130.00,27.900
